Pos	Length
2997	176
2998	175
2999	174
3000	173
3001	172
3002	171
3003	170
3004	169
3005	168
3006	167
3007	166
3008	165
3009	164
3010	163
3011	162
3012	161
3013	160
3014	159
3015	158
3016	157
3017	156
3018	155
3019	154
3020	153
3021	152
3022	151
3023	150
3024	149
3025	148
3026	147
3027	146
3028	145
3029	144
3030	143
3031	142
3032	141
3033	140
3034	139
3035	138
3036	137
3037	136
3038	135
3039	134
3040	133
3041	132
3042	131
3043	130
3044	129
3045	128
3046	127
3047	126
3048	125
3049	124
3050	123
3051	122
3052	121
3053	120
3054	119
3055	118
3056	117
3057	116
3058	115
3059	114
3060	113
3061	112
3062	111
3063	110
3064	109
3065	108
3066	107
3067	106
3068	105
3069	104
3070	103
3071	102
3072	101
3073	100
3074	99
3075	98
3076	97
3077	96
3078	95
3079	94
3080	93
3081	92
3082	91
3083	90
3084	89
3085	88
3086	87
3087	86
3088	85
3089	84
3090	83
3091	82
3092	81
3093	80
3094	79
3095	78
3096	77
3097	76
3098	75
3099	74
3100	73
3101	72
3102	71
3103	70
3104	69
3105	68
3106	67
3107	66
3108	65
3109	64
3110	63
3111	62
3112	61
3113	60
3114	59
3115	58
3116	57
3117	56
3118	55
3119	54
3120	53
3121	52
3122	51
3123	50
3124	49
3125	48
3126	47
3127	46
3128	45
3129	44
3130	43
3131	42
3132	41
3133	40
3134	39
3135	38
3136	37
3137	36
3138	35
3139	34
3140	33
3141	32
3142	31
3143	30
3144	29
3145	28
3146	27
3147	26
3148	25
3149	24
3150	23
3151	22
3152	21
3153	20
3154	19
3155	18
3156	17
3157	16
3158	15
3159	14
3160	13
3161	12
3162	11
3163	10
3164	9
3165	8
3166	7
3167	6
3168	6
3169	8
3170	7
3171	6
3172	5
3173	602
3174	601
3175	600
3176	599
3177	598
3178	597
3179	596
3180	595
3181	594
3182	593
3183	592
3184	591
3185	590
3186	589
3187	588
3188	587
3189	586
3190	585
3191	584
3192	583
3193	582
3194	581
3195	580
3196	579
3197	578
3198	577
3199	576
3200	575
3201	574
3202	573
3203	572
3204	571
3205	570
3206	569
3207	568
3208	567
3209	566
3210	565
3211	564
3212	563
3213	562
3214	561
3215	560
3216	559
3217	558
3218	557
3219	556
3220	555
3221	554
3222	553
3223	552
3224	551
3225	550
3226	549
3227	548
3228	547
3229	546
3230	545
3231	544
3232	543
3233	542
3234	541
3235	540
3236	539
3237	538
3238	537
3239	536
3240	535
3241	534
3242	533
3243	532
3244	531
3245	530
3246	529
3247	528
3248	527
3249	526
3250	525
3251	524
3252	523
3253	522
3254	521
3255	520
3256	519
3257	518
3258	517
3259	516
3260	515
3261	514
3262	513
3263	512
3264	511
3265	510
3266	509
3267	508
3268	507
3269	506
3270	505
3271	504
3272	503
3273	502
3274	501
3275	500
3276	499
3277	498
3278	497
3279	496
3280	495
3281	494
3282	493
3283	492
3284	491
3285	490
3286	489
3287	488
3288	487
3289	486
3290	485
3291	484
3292	483
3293	482
3294	481
3295	480
3296	479
3297	478
3298	477
3299	476
3300	475
3301	474
3302	473
3303	472
3304	471
3305	470
3306	469
3307	468
3308	467
3309	466
3310	465
3311	464
3312	463
3313	462
3314	461
3315	460
3316	459
3317	458
3318	457
3319	456
3320	455
3321	454
3322	453
3323	452
3324	451
3325	450
3326	449
3327	448
3328	447
3329	446
3330	445
3331	444
3332	443
3333	442
3334	441
3335	440
3336	439
3337	438
3338	437
3339	436
3340	435
3341	434
3342	433
3343	432
3344	431
3345	430
3346	429
3347	428
3348	427
3349	426
3350	425
3351	424
3352	423
3353	422
3354	421
3355	420
3356	419
3357	418
3358	417
3359	416
3360	415
3361	414
3362	413
3363	412
3364	411
3365	410
3366	409
3367	408
3368	407
3369	406
3370	405
3371	404
3372	403
3373	402
3374	401
3375	400
3376	399
3377	398
3378	397
3379	396
3380	395
3381	394
3382	393
3383	392
3384	391
3385	390
3386	389
3387	388
3388	387
3389	386
3390	385
3391	384
3392	383
3393	382
3394	381
3395	380
3396	379
3397	378
3398	377
3399	376
3400	375
3401	374
3402	373
3403	372
3404	371
3405	370
3406	369
3407	368
3408	367
3409	366
3410	365
3411	364
3412	363
3413	362
3414	361
3415	360
3416	359
3417	358
3418	357
3419	356
3420	355
3421	354
3422	353
3423	352
3424	351
3425	350
3426	349
3427	348
3428	347
3429	346
3430	345
3431	344
3432	343
3433	342
3434	341
3435	340
3436	339
3437	2147483647
3438	2147483647
3439	2147483647
3440	2147483647
3441	2147483647
3442	2147483647
3443	2147483647
3444	2147483647
3445	2147483647
3446	2147483647
3447	2147483647
3448	2147483647
3449	2147483647
3450	2147483647
3451	2147483647
3452	2147483647
3453	2147483647
3454	2147483647
3455	2147483647
3456	2147483647
3457	2147483647
3458	2147483647
3459	2147483647
3460	2147483647
3461	2147483647
3462	2147483647
3463	2147483647
3464	2147483647
3465	2147483647
3466	2147483647
3467	2147483647
3468	2147483647
3469	2147483647
3470	2147483647
3471	2147483647
3472	2147483647
3473	2147483647
3474	2147483647
3475	2147483647
3476	2147483647
3477	2147483647
3478	2147483647
3479	2147483647
3480	2147483647
3481	2147483647
3482	2147483647
3483	2147483647
3484	2147483647
3485	2147483647
3486	2147483647
3487	2147483647
3488	2147483647
3489	2147483647
3490	2147483647
3491	2147483647
3492	2147483647
3493	2147483647
3494	2147483647
3495	2147483647
3496	2147483647
3497	2147483647
3498	2147483647
3499	2147483647
3500	2147483647
3501	2147483647
3502	2147483647
3503	2147483647
3504	2147483647
3505	2147483647
3506	2147483647
3507	2147483647
3508	2147483647
3509	2147483647
3510	2147483647
3511	2147483647
3512	2147483647
3513	2147483647
3514	2147483647
3515	2147483647
3516	2147483647
3517	2147483647
3518	2147483647
3519	2147483647
3520	2147483647
3521	2147483647
3522	2147483647
3523	2147483647
3524	2147483647
3525	2147483647
3526	2147483647
3527	2147483647
3528	2147483647
3529	2147483647
3530	2147483647
3531	2147483647
3532	2147483647
3533	2147483647
3534	2147483647
3535	2147483647
3536	2147483647
3537	2147483647
3538	2147483647
3539	2147483647
3540	2147483647
3541	2147483647
3542	2147483647
3543	2147483647
3544	2147483647
3545	2147483647
3546	2147483647
3547	2147483647
3548	2147483647
3549	2147483647
3550	2147483647
3551	2147483647
3552	2147483647
3553	2147483647
3554	2147483647
3555	2147483647
3556	2147483647
3557	2147483647
3558	2147483647
3559	2147483647
3560	2147483647
3561	2147483647
3562	2147483647
3563	2147483647
3564	2147483647
3565	2147483647
3566	2147483647
3567	2147483647
3568	2147483647
3569	2147483647
3570	2147483647
3571	2147483647
3572	2147483647
3573	2147483647
3574	2147483647
3575	2147483647
3576	2147483647
3577	2147483647
3578	2147483647
3579	2147483647
3580	2147483647
3581	2147483647
3582	2147483647
3583	2147483647
3584	2147483647
3585	2147483647
3586	2147483647
3587	2147483647
3588	2147483647
3589	2147483647
3590	2147483647
3591	2147483647
3592	2147483647
3593	2147483647
3594	2147483647
3595	2147483647
3596	2147483647
3597	2147483647
3598	2147483647
3599	2147483647
3600	2147483647
3601	2147483647
3602	2147483647
3603	2147483647
3604	2147483647
3605	2147483647
3606	2147483647
3607	2147483647
3608	2147483647
3609	2147483647
3610	2147483647
3611	2147483647
3612	2147483647
3613	2147483647
3614	2147483647
3615	2147483647
3616	2147483647
3617	2147483647
3618	2147483647
3619	2147483647
3620	2147483647
3621	2147483647
3622	2147483647
3623	2147483647
3624	2147483647
3625	2147483647
3626	2147483647
3627	2147483647
3628	2147483647
3629	2147483647
3630	2147483647
3631	2147483647
3632	2147483647
3633	2147483647
3634	2147483647
3635	2147483647
3636	2147483647
3637	2147483647
3638	2147483647
3639	2147483647
3640	2147483647
3641	2147483647
3642	2147483647
3643	2147483647
3644	2147483647
3645	2147483647
3646	2147483647
3647	2147483647
3648	2147483647
3649	2147483647
3650	2147483647
3651	2147483647
3652	2147483647
3653	2147483647
3654	2147483647
3655	2147483647
3656	2147483647
3657	2147483647
3658	2147483647
3659	2147483647
3660	2147483647
3661	2147483647
3662	2147483647
3663	2147483647
3664	2147483647
3665	2147483647
3666	2147483647
3667	2147483647
3668	2147483647
3669	2147483647
3670	2147483647
3671	2147483647
3672	2147483647
3673	2147483647
3674	2147483647
3675	2147483647
3676	2147483647
3677	2147483647
3678	2147483647
3679	2147483647
3680	2147483647
3681	2147483647
3682	2147483647
3683	2147483647
3684	2147483647
3685	2147483647
3686	2147483647
3687	2147483647
3688	2147483647
3689	2147483647
3690	2147483647
3691	2147483647
3692	2147483647
3693	2147483647
3694	2147483647
3695	2147483647
3696	2147483647
3697	2147483647
3698	2147483647
3699	2147483647
3700	2147483647
3701	2147483647
3702	2147483647
3703	2147483647
3704	2147483647
3705	2147483647
3706	2147483647
3707	2147483647
3708	2147483647
3709	2147483647
3710	2147483647
3711	2147483647
3712	2147483647
3713	400
3714	399
3715	398
3716	397
3717	396
3718	395
3719	394
3720	393
3721	392
3722	391
3723	390
3724	389
3725	388
3726	387
3727	386
3728	385
3729	384
3730	383
3731	382
3732	381
3733	380
3734	379
3735	378
3736	377
3737	376
3738	375
3739	374
3740	373
3741	372
3742	371
3743	370
3744	369
3745	368
3746	367
3747	366
3748	365
3749	364
3750	363
3751	362
3752	361
3753	360
3754	359
3755	358
3756	357
3757	356
3758	355
3759	354
3760	353
3761	352
3762	351
3763	350
3764	349
3765	348
3766	347
3767	346
3768	345
3769	344
3770	343
3771	342
3772	341
3773	340
3774	339
3775	338
3776	337
3777	336
3778	335
3779	334
3780	333
3781	332
3782	331
3783	330
3784	329
3785	328
3786	327
3787	326
3788	325
3789	324
3790	323
3791	322
3792	321
3793	320
3794	319
3795	318
3796	317
3797	316
3798	315
3799	314
3800	313
3801	312
3802	311
3803	310
3804	309
3805	308
3806	307
3807	306
3808	305
3809	304
3810	303
3811	302
3812	301
3813	300
3814	299
3815	298
3816	297
3817	296
3818	295
3819	294
3820	293
3821	292
3822	291
3823	290
3824	289
3825	288
3826	287
3827	286
3828	285
3829	284
3830	283
3831	282
3832	281
3833	280
3834	279
3835	278
3836	277
3837	276
3838	275
3839	274
3840	273
3841	272
3842	271
3843	270
3844	269
3845	268
3846	267
3847	266
3848	265
3849	264
3850	263
3851	262
3852	261
3853	260
3854	259
3855	258
3856	257
3857	256
3858	255
3859	254
3860	253
3861	252
3862	251
3863	250
3864	249
3865	248
3866	247
3867	246
3868	245
3869	244
3870	243
3871	242
3872	241
3873	240
3874	239
3875	238
3876	237
3877	236
3878	235
3879	234
3880	233
3881	232
3882	231
3883	230
3884	229
3885	228
3886	227
3887	226
3888	225
3889	224
3890	223
3891	222
3892	221
3893	220
3894	219
3895	218
3896	217
3897	216
3898	215
3899	214
3900	213
3901	212
3902	211
3903	210
3904	209
3905	208
3906	207
3907	206
3908	205
3909	204
3910	203
3911	202
3912	201
3913	200
3914	199
3915	198
3916	197
3917	196
3918	195
3919	194
3920	193
3921	192
3922	191
3923	190
3924	189
3925	188
3926	187
3927	186
3928	185
3929	184
3930	183
3931	182
3932	181
3933	180
3934	179
3935	178
3936	177
3937	176
3938	175
3939	174
3940	173
3941	172
3942	171
3943	170
3944	169
3945	168
3946	167
3947	166
3948	165
3949	164
3950	163
3951	162
3952	161
3953	160
3954	159
3955	158
3956	157
3957	156
3958	155
3959	154
3960	153
3961	152
3962	151
3963	150
3964	149
3965	148
3966	147
3967	146
3968	145
3969	144
3970	143
3971	142
3972	141
3973	140
3974	139
3975	138
3976	137
3977	136
3978	135
3979	134
3980	133
3981	132
3982	131
3983	130
3984	129
3985	128
3986	127
3987	126
3988	125
3989	124
3990	123
3991	122
3992	121
3993	120
3994	119
3995	118
3996	117
3997	116
3998	115
3999	114
4000	113
4001	112
4002	111
4003	110
4004	109
4005	108
4006	107
4007	106
4008	105
4009	104
4010	103
4011	102
4012	101
4013	100
4014	99
4015	98
4016	97
4017	96
4018	95
4019	94
4020	93
4021	92
4022	91
4023	90
4024	89
4025	88
4026	87
4027	86
4028	85
4029	84
4030	83
4031	82
4032	81
4033	80
4034	79
4035	78
4036	77
4037	76
4038	75
4039	74
4040	73
4041	72
4042	71
4043	70
4044	69
4045	68
4046	67
4047	66
4048	65
4049	64
4050	63
4051	62
4052	61
4053	60
4054	59
4055	58
4056	57
4057	56
4058	55
4059	54
4060	53
4061	52
4062	51
4063	50
4064	49
4065	48
4066	47
4067	46
4068	45
4069	44
4070	43
4071	42
4072	41
4073	40
4074	39
4075	38
4076	37
4077	36
4078	35
4079	34
4080	33
4081	32
4082	31
4083	30
4084	29
4085	28
4086	27
4087	26
4088	25
4089	24
4090	23
4091	22
4092	21
4093	20
4094	19
4095	18
4096	17
4097	16
4098	15
4099	14
4100	13
4101	12
4102	11
4103	10
4104	9
4105	8
4106	7
4107	6
4108	5
4109	6
4110	6
4111	1388
4112	1387
4113	1386
4114	1385
4115	1384
4116	1383
4117	1382
4118	1381
4119	1380
4120	1379
4121	1378
4122	1377
4123	1376
4124	1375
4125	1374
4126	1373
4127	1372
4128	1371
4129	1370
4130	1369
4131	1368
4132	1367
4133	1366
4134	1365
4135	1364
4136	1363
4137	1362
4138	1361
4139	1360
4140	1359
4141	1358
4142	1357
4143	1356
4144	1355
4145	1354
4146	1353
4147	1352
4148	1351
4149	1350
4150	1349
4151	1348
4152	1347
4153	1346
4154	1345
4155	1344
4156	1343
4157	1342
4158	1341
4159	1340
4160	1339
4161	1338
4162	1337
4163	1336
4164	1335
4165	1334
4166	1333
4167	1332
4168	1331
4169	1330
4170	1329
4171	1328
4172	1327
4173	1326
4174	1325
4175	1324
4176	1323
4177	1322
4178	1321
4179	1320
4180	1319
4181	1318
4182	1317
4183	1316
4184	1315
4185	1314
4186	1313
4187	1312
4188	1311
4189	1310
4190	1309
4191	1308
4192	1307
4193	1306
4194	1305
4195	1304
4196	1303
4197	1302
4198	1301
4199	1300
4200	1299
4201	1298
4202	1297
4203	1296
4204	1295
4205	1294
4206	1293
4207	1292
4208	1291
4209	1290
4210	1289
4211	1288
4212	1287
4213	1286
4214	1285
4215	1284
4216	1283
4217	1282
4218	1281
4219	1280
4220	1279
4221	1278
4222	1277
4223	1276
4224	1275
4225	1274
4226	1273
4227	1272
4228	1271
4229	1270
4230	1269
4231	1268
4232	1267
4233	1266
4234	1265
4235	1264
4236	1263
4237	1262
4238	1261
4239	1260
4240	1259
4241	1258
4242	1257
4243	1256
4244	1255
4245	1254
4246	1253
4247	1252
4248	1251
4249	1250
4250	1249
4251	1248
4252	1247
4253	1246
4254	1245
4255	1244
4256	1243
4257	1242
4258	1241
4259	1240
4260	1239
4261	1238
4262	1237
4263	1236
4264	1235
4265	1234
4266	1233
4267	1232
4268	1231
4269	1230
4270	1229
4271	1228
4272	1227
4273	1226
4274	1225
4275	1224
4276	1223
4277	1222
4278	1221
4279	1220
4280	1219
4281	1218
4282	1217
4283	1216
4284	1215
4285	1214
4286	1213
4287	1212
4288	1211
4289	1210
4290	1209
4291	1208
4292	1207
4293	1206
4294	1205
4295	1204
4296	1203
4297	1202
4298	1201
4299	1200
4300	1199
4301	1198
4302	1197
4303	1196
4304	1195
4305	1194
4306	1193
4307	1192
4308	1191
4309	1190
4310	1189
4311	1188
4312	1187
4313	1186
4314	1185
4315	1184
4316	1183
4317	1182
4318	1181
4319	1180
4320	1179
4321	1178
4322	1177
4323	1176
4324	1175
4325	1174
4326	1173
4327	1172
4328	1171
4329	1170
4330	1169
4331	1168
4332	1167
4333	1166
4334	1165
4335	1164
4336	1163
4337	1162
4338	1161
4339	1160
4340	1159
4341	1158
4342	1157
4343	1156
4344	1155
4345	1154
4346	1153
4347	1152
4348	1151
4349	1150
4350	1149
4351	1148
4352	1147
4353	1146
4354	1145
4355	1144
4356	1143
4357	1142
4358	1141
4359	1140
4360	1139
4361	1138
4362	1137
4363	1136
4364	1135
4365	1134
4366	1133
4367	1132
4368	1131
4369	1130
4370	1129
4371	1128
4372	1127
4373	1126
4374	1125
4375	1124
4376	1123
4377	1122
4378	1121
4379	1120
4380	1119
4381	1118
4382	1117
4383	1116
4384	1115
4385	1114
4386	1113
4387	1112
4388	1111
4389	1110
4390	1109
4391	1108
4392	1107
4393	1106
4394	1105
4395	1104
4396	1103
4397	1102
4398	1101
4399	1100
4400	1099
4401	1098
4402	1097
4403	1096
4404	1095
4405	1094
4406	1093
4407	1092
4408	1091
4409	1090
4410	1089
4411	1088
4412	1087
4413	1086
4414	1085
4415	1084
4416	1083
4417	1082
4418	1081
4419	1080
4420	1079
4421	1078
4422	1077
4423	1076
4424	1075
4425	1074
4426	1073
4427	1072
4428	1071
4429	1070
4430	1069
4431	1068
4432	1067
4433	1066
4434	1065
4435	1064
4436	1063
4437	1062
4438	1061
4439	1060
4440	1059
4441	1058
4442	1057
4443	1056
4444	1055
4445	1054
4446	1053
4447	1052
4448	1051
4449	1050
4450	1049
4451	1048
4452	1047
4453	1046
4454	1045
4455	1044
4456	1043
4457	1042
4458	1041
4459	1040
4460	1039
4461	1038
4462	1037
4463	1036
4464	1035
4465	1034
4466	1033
4467	1032
4468	1031
4469	1030
4470	1029
4471	1028
4472	1027
4473	1026
4474	1025
4475	1024
4476	1023
4477	1022
4478	1021
4479	1020
4480	1019
4481	1018
4482	1017
4483	1016
4484	1015
4485	1014
4486	1013
4487	1012
4488	1011
4489	1010
4490	1009
4491	1008
4492	1007
4493	1006
4494	1005
4495	1004
4496	1003
4497	1002
4498	1001
4499	1000
4500	999
4501	998
4502	997
4503	996
4504	995
4505	994
4506	993
4507	992
4508	991
4509	990
4510	989
4511	988
4512	987
4513	986
4514	985
4515	984
4516	983
4517	982
4518	981
4519	980
4520	979
4521	978
4522	977
4523	976
4524	975
4525	974
4526	973
4527	972
4528	971
4529	970
4530	969
4531	968
4532	967
4533	966
4534	965
4535	964
4536	963
4537	962
4538	961
4539	960
4540	959
4541	958
4542	957
4543	956
4544	955
4545	954
4546	953
4547	952
4548	951
4549	950
4550	949
4551	948
4552	947
4553	946
4554	945
4555	944
4556	943
4557	942
4558	941
4559	940
4560	939
4561	938
4562	937
4563	936
4564	935
4565	934
4566	933
4567	932
4568	931
4569	930
4570	929
4571	928
4572	927
4573	926
4574	925
4575	924
4576	923
4577	922
4578	921
4579	920
4580	919
4581	918
4582	917
4583	916
4584	915
4585	914
4586	913
4587	912
4588	911
4589	910
4590	909
4591	908
4592	907
4593	906
4594	905
4595	904
4596	903
4597	902
4598	901
4599	900
4600	899
4601	898
4602	897
4603	896
4604	895
4605	894
4606	893
4607	892
4608	891
4609	890
4610	889
4611	888
4612	887
4613	886
4614	885
4615	884
4616	883
4617	882
4618	881
4619	880
4620	879
4621	878
4622	877
4623	876
4624	875
4625	874
4626	873
4627	872
4628	871
4629	870
4630	869
4631	868
4632	867
4633	866
4634	865
4635	864
4636	863
4637	862
4638	861
4639	860
4640	859
4641	858
4642	857
4643	856
4644	855
4645	854
4646	853
4647	852
4648	851
4649	850
4650	849
4651	848
4652	847
4653	846
4654	845
4655	844
4656	843
4657	842
4658	841
4659	840
4660	839
4661	838
4662	837
4663	836
4664	835
4665	834
4666	833
4667	832
4668	831
4669	830
4670	829
4671	828
4672	827
4673	826
4674	825
4675	824
4676	823
4677	822
4678	821
4679	820
4680	819
4681	818
4682	817
4683	816
4684	815
4685	814
4686	813
4687	812
4688	811
4689	810
4690	809
4691	808
4692	807
4693	806
4694	805
4695	804
4696	803
4697	802
4698	801
4699	800
4700	799
4701	798
4702	797
4703	796
4704	795
4705	794
4706	793
4707	792
4708	791
4709	790
4710	789
4711	788
4712	787
4713	786
4714	785
4715	784
4716	783
4717	782
4718	781
4719	780
4720	779
4721	778
4722	777
4723	776
4724	775
4725	774
4726	773
4727	772
4728	771
4729	770
4730	769
4731	768
4732	767
4733	766
4734	765
4735	764
4736	763
4737	762
4738	761
4739	760
4740	759
4741	758
4742	757
4743	756
4744	755
4745	754
4746	753
4747	752
4748	751
4749	750
4750	749
4751	748
4752	747
4753	746
4754	745
4755	744
4756	743
4757	742
4758	741
4759	740
4760	739
4761	738
4762	737
4763	736
4764	735
4765	734
4766	733
4767	732
4768	731
4769	730
4770	729
4771	728
4772	727
4773	726
4774	725
4775	724
4776	723
4777	722
4778	721
4779	720
4780	719
4781	718
4782	717
4783	716
4784	715
4785	714
4786	713
4787	712
4788	711
4789	710
4790	709
4791	708
4792	707
4793	706
4794	705
4795	704
4796	703
4797	702
4798	701
4799	700
4800	699
4801	698
4802	697
4803	696
4804	695
4805	694
4806	693
4807	692
4808	691
4809	690
4810	689
4811	688
4812	687
4813	686
4814	685
4815	684
4816	683
4817	682
4818	681
4819	680
4820	679
4821	678
4822	677
4823	676
4824	675
4825	674
4826	673
4827	672
4828	671
4829	670
4830	669
4831	668
4832	667
4833	666
4834	665
4835	664
4836	663
4837	662
4838	661
4839	660
4840	659
4841	658
4842	657
4843	656
4844	655
4845	654
4846	653
4847	652
4848	651
4849	650
4850	649
4851	648
4852	647
4853	646
4854	645
4855	644
4856	643
4857	642
4858	641
4859	640
4860	639
4861	638
4862	637
4863	636
4864	635
4865	634
4866	633
4867	632
4868	631
4869	630
4870	629
4871	628
4872	627
4873	626
4874	625
4875	624
4876	623
4877	622
4878	621
4879	620
4880	619
4881	618
4882	617
4883	616
4884	615
4885	614
4886	613
4887	612
4888	611
4889	610
4890	609
4891	608
4892	607
4893	606
4894	605
4895	604
4896	603
4897	602
4898	601
4899	600
4900	599
4901	598
4902	597
4903	596
4904	595
4905	594
4906	593
4907	592
4908	591
4909	590
4910	589
4911	588
4912	587
4913	586
4914	585
4915	584
4916	583
4917	582
4918	581
4919	580
4920	579
4921	578
4922	577
4923	576
4924	575
4925	574
4926	573
4927	572
4928	571
4929	570
4930	569
4931	568
4932	567
4933	566
4934	565
4935	564
4936	563
4937	562
4938	561
4939	560
4940	559
4941	558
4942	557
4943	556
